source,title,price,location,size,listing_type,link
OpenSooq,120 m2 3 Bedrooms Apartments for Sale in Al Sharqiya Sur,"20,000 OMR",", Sur, 917446XX",120 m²,Property for Sale,https://om.opensooq.com/en/search/265814589
OpenSooq,310 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"70,000 OMR",", Al Maabilah, 906006XX",310 m²,Property for Sale,https://om.opensooq.com/en/search/264782841
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"30,000 OMR",", Suwaiq, 965553XX",,Property for Sale,https://om.opensooq.com/en/search/265814399
OpenSooq,320 m2 4 Bedrooms Villa for Sale in Muscat Amerat,"69,000 OMR",", Amerat, 979989XX",320 m²,Property for Sale,https://om.opensooq.com/en/search/264782707
OpenSooq,Residential Land for Sale in Al Dhahirah Ibri,"12,000 OMR",", Ibri, 972787XX",,Property for Sale,https://om.opensooq.com/en/search/265813553
OpenSooq,محل عطور للبيع او الاخلاء في الرستاق منطقة العراقي قريب من جامع السلطان قابوس والإشارات شارع البنوك,"5,000 OMR",", Rustaq, 994523XX",22 m²,Property for Sale,https://om.opensooq.com/en/search/265069215
OpenSooq,400 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,"91,000 OMR",", Amerat, 979989XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/264782001
OpenSooq,Farm Land for Sale in Al Batinah Barka,"45,000 OMR",", Barka, 963066XX",,Property for Sale,https://om.opensooq.com/en/search/264781755
OpenSooq,Residential Land for Sale in Al Wustaa Al Duqum,"25,000 OMR",", Al Duqum, 988275XX",,Property for Sale,https://om.opensooq.com/en/search/265813353
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"14,900 OMR",", Al Maabilah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264781487
OpenSooq,Residential Land for Sale in Al Batinah Barka,"16,800 OMR",", Barka, 960800XX",,Property for Sale,https://om.opensooq.com/en/search/265813169
OpenSooq,Residential Land for Sale in Muscat Amerat,"27,000 OMR",", Amerat, 933662XX",,Property for Sale,https://om.opensooq.com/en/search/265813105
OpenSooq,عيادة أسنان  (كراسي 2 + اجهزة تعقيم 2 +اشعة 2 ) dental clinic for sale (2 dintist chair + 2 otuclave,"15,000 OMR",", Ibra, 977718XX",220 m²,Property for Sale,https://om.opensooq.com/en/search/265812997
OpenSooq,600 m2 More than 6 bedrooms Villa for Sale in Al Batinah Suwaiq,"80,000 OMR",", Suwaiq, 922462XX",600 m²,Property for Sale,https://om.opensooq.com/en/search/265811251
OpenSooq,Residential Land for Sale in Al Batinah Barka,"5,950 OMR",", Barka, 960800XX",,Property for Sale,https://om.opensooq.com/en/search/265811287
OpenSooq,244 m2 4 Bedrooms Townhouse for Sale in Al Dakhiliya Other,"160,000 OMR",", Other, 921556XX",244 m²,Property for Sale,https://om.opensooq.com/en/search/265757875
OpenSooq,5 Bedrooms Farms for Sale in Al Batinah Barka,"65,000 OMR",", Barka, 720026XX",190 m²,Property for Sale,https://om.opensooq.com/en/search/265807257
OpenSooq,305 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"65,000 OMR",", Amerat, 980883XX",305 m²,Property for Sale,https://om.opensooq.com/en/search/265806431
OpenSooq,مغسلة سيارة تنظيف وتلميع السيارات,"3,000 OMR",", Ibri, 933773XX",1 m²,Property for Sale,https://om.opensooq.com/en/search/265805671
OpenSooq,Residential Land for Sale in Al Batinah Shinas,"7,500 OMR",", Shinas, 791711XX",,Property for Sale,https://om.opensooq.com/en/search/265805185
OpenSooq,Mixed Use Land for Sale in Al Batinah Liwa,"30,000 OMR",", Liwa, 980744XX",,Property for Sale,https://om.opensooq.com/en/search/265803767
OpenSooq,Residential Land for Sale in Al Batinah Rustaq,"6,400 OMR",", Rustaq, 920174XX",,Property for Sale,https://om.opensooq.com/en/search/265802705
OpenSooq,فرصة ذهبية للبيع مبنى سكني تجاري في موقع استثنائي,450 OMR,", Al Maabilah, 997600XX",1119 m²,Property for Sale,https://om.opensooq.com/en/search/265792219
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"37,000 OMR",", Al Maabilah, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/264770247
OpenSooq,محل بيع وشوي الاسماك.Selling and grilling fish,"3,800 OMR",", Al Masnaah, 942932XX",72 m²,Property for Sale,https://om.opensooq.com/en/search/265800677
OpenSooq,70 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,"32,000 OMR",", Al Khoud, 992283XX",70 m²,Property for Sale,https://om.opensooq.com/en/search/265800573
OpenSooq,Residential Land for Sale in Al Batinah Barka,"18,000 OMR",", Barka, 957720XX",,Property for Sale,https://om.opensooq.com/en/search/265800451
OpenSooq,Residential Land for Sale in Al Batinah Barka,"17,700 OMR",", Barka, 992103XX",,Property for Sale,https://om.opensooq.com/en/search/265799709
OpenSooq,105 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"46,500 OMR",", Bosher, 965855XX",105 m²,Property for Sale,https://om.opensooq.com/en/search/264768333
OpenSooq,180 m2 More than 6 bedrooms Villa for Sale in Muscat Seeb,"48,000 OMR",", Seeb, 956675XX",180 m²,Property for Sale,https://om.opensooq.com/en/search/265794055
OpenSooq,Residential Land for Sale in Buraimi Other,"8,000 OMR",", Other, 904000XX",,Property for Sale,https://om.opensooq.com/en/search/265798429
OpenSooq,Residential Land for Sale in Buraimi Other,"9,000 OMR",", Other, 904000XX",,Property for Sale,https://om.opensooq.com/en/search/265798351
OpenSooq,97 m2 4 Bedrooms Townhouse for Sale in Muscat Other,"19,000 OMR",", Other, 920967XX",97 m²,Property for Sale,https://om.opensooq.com/en/search/265797861
OpenSooq,39 m2 Studio Apartments for Sale in Dhofar Salala,"11,700 OMR",", Salala, 773162XX",39 m²,Property for Sale,https://om.opensooq.com/en/search/265743323
OpenSooq,322 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,"83,000 OMR",", Al Maabilah, 947728XX",322 m²,Property for Sale,https://om.opensooq.com/en/search/265797079
OpenSooq,Building for Sale in Muscat Al Maabilah,"265,000 OMR",", Al Maabilah, 967005XX",1156 m²,Property for Sale,https://om.opensooq.com/en/search/265792967
OpenSooq,Industrial Land for Sale in Muscat Al Maabilah,"450,000 OMR",", Al Maabilah, 958816XX",,Property for Sale,https://om.opensooq.com/en/search/264766107
OpenSooq,Residential Land for Sale in Al Batinah Saham,"15,000 OMR",", Saham, 917735XX",,Property for Sale,https://om.opensooq.com/en/search/265785045
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"6,590 OMR",", Sohar, 951551XX",,Property for Sale,https://om.opensooq.com/en/search/265796341
OpenSooq,Mixed Use Land for Sale in Al Dakhiliya Bidbid,"7,500 OMR",", Bidbid, 951138XX",,Property for Sale,https://om.opensooq.com/en/search/265741207
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"10,650 OMR",", Sohar, 951551XX",,Property for Sale,https://om.opensooq.com/en/search/265795895
OpenSooq,Residential Land for Sale in Al Batinah Liwa,"12,500 OMR",", Liwa, 911913XX",,Property for Sale,https://om.opensooq.com/en/search/265746639
OpenSooq,للبيع مكتبة قرطاسيات ولاية السيب,"1,800 OMR",", Seeb, 977189XX",25 m²,Property for Sale,https://om.opensooq.com/en/search/265792781
OpenSooq,65 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,500 OMR",", Al Khoud, 955952XX",65 m²,Property for Sale,https://om.opensooq.com/en/search/264409943
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"17,000 OMR",", Sohar, 951551XX",,Property for Sale,https://om.opensooq.com/en/search/265795183
OpenSooq,Residential Land for Sale in Buraimi Mahdah,"5,500 OMR",", Mahdah, 966222XX",,Property for Sale,https://om.opensooq.com/en/search/265780201
OpenSooq,5 Bedrooms Farms for Sale in Al Batinah Barka,"150,000 OMR",", Barka, 995466XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/264764307
OpenSooq,Residential Land for Sale in Muscat Manumah,"80,000 OMR",", Manumah, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264763743
OpenSooq,446 m2 4 Bedrooms Villa for Sale in Muscat Amerat,"96,000 OMR",", Amerat, 907038XX",446 m²,Property for Sale,https://om.opensooq.com/en/search/265793727
OpenSooq,Residential Land for Sale in Al Dakhiliya Nizwa,"10,500 OMR",", Nizwa, 964413XX",,Property for Sale,https://om.opensooq.com/en/search/265793279
OpenSooq,Residential Land for Sale in Al Dakhiliya Izki,"3,750 OMR",", Izki, 766376XX",,Property for Sale,https://om.opensooq.com/en/search/265738323
OpenSooq,Residential Land for Sale in Al Batinah Barka,"25,000 OMR",", Barka, 991700XX",,Property for Sale,https://om.opensooq.com/en/search/265793159
OpenSooq,300 m2 4 Bedrooms Townhouse for Sale in Al Sharqiya Ibra,"180,000 OMR",", Ibra, 946985XX",300 m²,Property for Sale,https://om.opensooq.com/en/search/265792917
OpenSooq,البيع بالكامل  فرصة استثمارية واعدة في قطاع صيانة وإصلاح السيارات في محافظة مسقط,"43,000 OMR",", Halban, 970104XX",710 m²,Property for Sale,https://om.opensooq.com/en/search/265737747
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"4,000 OMR",", Sohar, 959202XX",,Property for Sale,https://om.opensooq.com/en/search/265792607
OpenSooq,Residential Land for Sale in Muscat Bosher,"44,500 OMR",", Bosher, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264762153
OpenSooq,60 m2 2 Bedrooms Apartments for Sale in Muscat Al Mouj,"27,000 OMR",", Al Mouj, 955999XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264761819
OpenSooq,60 m2 2 Bedrooms Apartments for Sale in Al Batinah Barka,"27,000 OMR",", Barka, 955999XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264761509
OpenSooq,200 m2 4 Bedrooms Townhouse for Sale in Al Batinah Sohar,"51,000 OMR",", Sohar, 942013XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/265791355
OpenSooq,398 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,"105,000 OMR",", Al Maabilah, 951509XX",398 m²,Property for Sale,https://om.opensooq.com/en/search/265790983
OpenSooq,Residential Land for Sale in Al Batinah Saham,"8,500 OMR",", Saham, 994532XX",,Property for Sale,https://om.opensooq.com/en/search/265791023
OpenSooq,Residential Land for Sale in Al Sharqiya Jalan Bani buhassan,"14,500 OMR",", Jalan Bani buhassan, 992360XX",,Property for Sale,https://om.opensooq.com/en/search/265418669
OpenSooq,Residential Land for Sale in Muscat Al Jafnayn,"19,000 OMR",", Al Jafnayn, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264760789
OpenSooq,Building for Sale in Al Batinah Al Rumais,"75,000 OMR",", Al Rumais, 909011XX",354 m²,Property for Sale,https://om.opensooq.com/en/search/265735913
OpenSooq,Residential Land for Sale in Muscat Halban,"28,000 OMR",", Halban, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264760237
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"10,600 OMR",", Al Rumais, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264759727
OpenSooq,Farm Land for Sale in Al Sharqiya Al Kamil and Al Waafi,"60,000 OMR",", Al Kamil and Al Waafi, 913522XX",,Property for Sale,https://om.opensooq.com/en/search/265789837
OpenSooq,تملك محلك التجاري في منطقة محمد الامين وباقساط تمتد ل30 شهر مع محمد الفرقاني,"24,030 OMR",", Bosher, 944433XX",24 m²,Property for Sale,https://om.opensooq.com/en/search/264759347
OpenSooq,Residential Land for Sale in Muscat Manumah,"14,900 OMR",", Manumah, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264759139
OpenSooq,Residential Land for Sale in Al Dakhiliya Izki,"5,700 OMR",", Izki, 921758XX",,Property for Sale,https://om.opensooq.com/en/search/265788385
OpenSooq,Residential Land for Sale in Al Batinah Barka,"9,500 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/264748659
OpenSooq,محل شوي الأسماك و المأكولات البحريه,"2,000 OMR",", Saham, 906762XX",40 m²,Property for Sale,https://om.opensooq.com/en/search/265787825
OpenSooq,Residential Land for Sale in Al Batinah Wadi Al Ma'awal,"11,900 OMR",", Wadi Al Ma'awal, 727075XX",,Property for Sale,https://om.opensooq.com/en/search/265787723
OpenSooq,Residential Land for Sale in Al Batinah Barka,"51,000 OMR",", Barka, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265787175
OpenSooq,Residential Land for Sale in Al Batinah Barka,"140,000 OMR",", Barka, 911891XX",,Property for Sale,https://om.opensooq.com/en/search/265787029
OpenSooq,Residential Land for Sale in Al Dakhiliya Bahla,"16,000 OMR",", Bahla, 954959XX",,Property for Sale,https://om.opensooq.com/en/search/265786733
OpenSooq,Residential Land for Sale in Al Dakhiliya Bidbid,"13,000 OMR",", Bidbid, 971555XX",,Property for Sale,https://om.opensooq.com/en/search/265785807
OpenSooq,300 m2 5 Bedrooms Villa for Sale in Al Dakhiliya Bidbid,"70,000 OMR",", Bidbid, 953810XX",300 m²,Property for Sale,https://om.opensooq.com/en/search/265784935
OpenSooq,292 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,"130,000 OMR",", Al Khoud, 710933XX",292 m²,Property for Sale,https://om.opensooq.com/en/search/264754875
OpenSooq,Shop for rent and equipments for sale in the heart of souq al khoud محل في سوق الخوض مساحة 90 متر  للبيع او اخلاء,Chat,", Al Khoud, 715051XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/265783717
OpenSooq,Commercial Land for Sale in Al Batinah Suwaiq,"20,000 OMR",", Suwaiq, 774454XX",,Property for Sale,https://om.opensooq.com/en/search/263224219
OpenSooq,62 m2 1 Bedroom Apartments for Sale in Muscat Ghala,"23,000 OMR",", Ghala, 913109XX",62 m²,Property for Sale,https://om.opensooq.com/en/search/264387001
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"3,950 OMR",", Sohar, 917151XX",,Property for Sale,https://om.opensooq.com/en/search/265781785
OpenSooq,Residential Land for Sale in Al Wustaa Mahut,"3,000 OMR",", Mahut, 957996XX",,Property for Sale,https://om.opensooq.com/en/search/265780765
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"15,000 OMR",", Suwaiq, 982500XX",,Property for Sale,https://om.opensooq.com/en/search/265722897
OpenSooq,Residential Land for Sale in Al Batinah Barka,"6,900 OMR",", Barka, 711110XX",,Property for Sale,https://om.opensooq.com/en/search/264749193
OpenSooq,400 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,"129,000 OMR",", Al Khoud, 933939XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/265776975
OpenSooq,103 m2 2 Bedrooms Apartments for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 998155XX",103 m²,Property for Sale,https://om.opensooq.com/en/search/265637993
OpenSooq,220 m2 3 Bedrooms Apartments for Sale in Muscat Amerat,"1,000 OMR",", Amerat, 980882XX",220 m²,Property for Sale,https://om.opensooq.com/en/search/265717423
OpenSooq,محل تجاري للبيع كوفي و حلويات,"8,500 OMR",", Salala, 989167XX",50 m²,Property for Sale,https://om.opensooq.com/en/search/265717437
OpenSooq,Farm Land for Sale in Al Batinah Barka,"165,000 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264745071
OpenSooq,Residential Land for Sale in Al Batinah Barka,"12,000 OMR",", Barka, 932009XX",,Property for Sale,https://om.opensooq.com/en/search/265580617
OpenSooq,Residential Land for Sale in Al Batinah Barka,"12,500 OMR",", Barka, 944111XX",,Property for Sale,https://om.opensooq.com/en/search/264743975
OpenSooq,مصنع ىخام وجرانيت,600 OMR,", Sur, 994188XX",1000 m²,Property for Sale,https://om.opensooq.com/en/search/265772743
OpenSooq,Residential Land for Sale in Al Dakhiliya Nizwa,"32,000 OMR",", Nizwa, 923884XX",,Property for Sale,https://om.opensooq.com/en/search/263839793
OpenSooq,Villa for sale in Seeb,"89,000 OMR",", Seeb, 956846XX",279 m²,Property for Sale,https://om.opensooq.com/en/search/264741547
OpenSooq,108 m2 2 Bedrooms Apartments for Sale in Al Dakhiliya Nizwa,"27,000 OMR",", Nizwa, 955999XX",108 m²,Property for Sale,https://om.opensooq.com/en/search/264741423
OpenSooq,Residential Land for Sale in Al Batinah Barka,"18,000 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/265770923
OpenSooq,Farm Land for Sale in Al Batinah Barka,"60,000 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/265770537
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"52,000 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/265770493
OpenSooq,Residential Land for Sale in Al Batinah Barka,"5,600 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/265770465
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"14,300 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/265770441
OpenSooq,Residential Land for Sale in Al Batinah Barka,"7,900 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/265770423
OpenSooq,Residential Land for Sale in Al Batinah Barka,"12,900 OMR",", Barka, 919112XX",,Property for Sale,https://om.opensooq.com/en/search/265352437
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Qurm,"27,000 OMR",", Qurm, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264740521
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"50,000 OMR",", Al Khoud, 989889XX",,Property for Sale,https://om.opensooq.com/en/search/264740443
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Ghubrah,"27,000 OMR",", Ghubrah, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264740197
OpenSooq,Residential Land for Sale in Muscat Al Mawaleh,"100,000 OMR",", Al Mawaleh, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264740135
OpenSooq,81 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"43,500 OMR",", Bosher, 911746XX",81 m²,Property for Sale,https://om.opensooq.com/en/search/265769597
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Azaiba,"27,000 OMR",", Azaiba, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264739971
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Seeb,"27,000 OMR",", Seeb, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264739763
OpenSooq,107 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,"43,900 OMR",", Salala, 944433XX",107 m²,Property for Sale,https://om.opensooq.com/en/search/264739493
OpenSooq,Residential Land for Sale in Muscat Al Khuwair,"31,000 OMR",", Al Khuwair, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264738901
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"13,500 OMR",", Al Masnaah, 906900XX",,Property for Sale,https://om.opensooq.com/en/search/265768139
OpenSooq,Residential Land for Sale in Al Sharqiya Al Qabil,"7,000 OMR",", Al Qabil, 964690XX",,Property for Sale,https://om.opensooq.com/en/search/265709295
OpenSooq,محل للاخلاء بموقع ممتاز جدا في مسقط,"1,300 OMR",", Al Khuwair, 964326XX",12 m²,Property for Sale,https://om.opensooq.com/en/search/265767465
OpenSooq,27 m2 1 Bedroom Apartments for Sale in Muscat Al Khuwair,"13,500 OMR",", Al Khuwair, 993232XX",27 m²,Property for Sale,https://om.opensooq.com/en/search/265767443
OpenSooq,309 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"73,000 OMR",", Amerat, 967817XX",309 m²,Property for Sale,https://om.opensooq.com/en/search/265767025
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Al Khuwair,"27,000 OMR",", Al Khuwair, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264737739
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"30,500 OMR",", Al Maabilah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264737691
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"27,000 OMR",", Al Khoud, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264737537
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"75,000 OMR",", Al Khoud, 969990XX",,Property for Sale,https://om.opensooq.com/en/search/264737385
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Al-Hail,"27,000 OMR",", Al-Hail, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264737269
OpenSooq,Residential Land for Sale in Al Batinah Shinas,"10,000 OMR",", Shinas, 953654XX",,Property for Sale,https://om.opensooq.com/en/search/265766907
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Ansab,"27,000 OMR",", Ansab, 944433XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264737147
OpenSooq,553 m2 More than 6 bedrooms Villa for Sale in Al Batinah Suwaiq,"85,000 OMR",", Suwaiq, 770788XX",553 m²,Property for Sale,https://om.opensooq.com/en/search/265766263
OpenSooq,Residential Land for Sale in Al Batinah Barka,"14,500 OMR",", Barka, 965260XX",,Property for Sale,https://om.opensooq.com/en/search/264736127
OpenSooq,محل للاخلاء سوق السيب موقع حيوي,"3,000 OMR",", Seeb, 921711XX",30 m²,Property for Sale,https://om.opensooq.com/en/search/265595365
OpenSooq,103 m2 3 Bedrooms Apartments for Sale in Muscat Azaiba,"62,000 OMR",", Azaiba, 924660XX",103 m²,Property for Sale,https://om.opensooq.com/en/search/261730719
OpenSooq,580 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Al Khaboura,"135,000 OMR",", Al Khaboura, 932011XX",580 m²,Property for Sale,https://om.opensooq.com/en/search/265765443
OpenSooq,410 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,"89,000 OMR",", Amerat, 925221XX",410 m²,Property for Sale,https://om.opensooq.com/en/search/265765201
OpenSooq,Residential Land for Sale in Al Batinah Rustaq,"5,500 OMR",", Rustaq, 721348XX",,Property for Sale,https://om.opensooq.com/en/search/265764935
OpenSooq,450 m2 More than 6 bedrooms Villa for Sale in Muscat Qurm,"149,000 OMR",", Qurm, 925221XX",450 m²,Property for Sale,https://om.opensooq.com/en/search/265765093
OpenSooq,Residential Land for Sale in Muscat Bosher,"148,000 OMR",", Bosher, 925221XX",,Property for Sale,https://om.opensooq.com/en/search/265765075
OpenSooq,200 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"97,000 OMR",", Al Maabilah, 924660XX",200 m²,Property for Sale,https://om.opensooq.com/en/search/264735513
OpenSooq,Residential Land for Sale in Muscat Amerat,"7,800 OMR",", Amerat, 925221XX",,Property for Sale,https://om.opensooq.com/en/search/265765025
OpenSooq,Residential Land for Sale in Al Batinah Barka,"21,000 OMR",", Barka, 925221XX",,Property for Sale,https://om.opensooq.com/en/search/265764975
OpenSooq,Commercial Land for Sale in Muscat Ghubrah,"120,000 OMR",", Ghubrah, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264735495
OpenSooq,Residential Land for Sale in Dhofar Salala,"25,000 OMR",", Salala, 997070XX",,Property for Sale,https://om.opensooq.com/en/search/264735489
OpenSooq,Residential Land for Sale in Dhofar Salala,"3,700 OMR",", Salala, 925418XX",,Property for Sale,https://om.opensooq.com/en/search/265764335
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"2,700 OMR",", Al Masnaah, 949028XX",,Property for Sale,https://om.opensooq.com/en/search/265763973
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"5,200 OMR",", Suwaiq, 929244XX",,Property for Sale,https://om.opensooq.com/en/search/265763829
OpenSooq,Residential Land for Sale in Muscat Amerat,"59,900 OMR",", Amerat, 955665XX",,Property for Sale,https://om.opensooq.com/en/search/264859467
OpenSooq,102 m2 3 Bedrooms Apartments for Sale in Muscat Ansab,"45,500 OMR",", Ansab, 768899XX",102 m²,Property for Sale,https://om.opensooq.com/en/search/264733741
OpenSooq,Commercial Land for Sale in Al Dakhiliya Nizwa,"67,000 OMR",", Nizwa, 924660XX",,Property for Sale,https://om.opensooq.com/en/search/264733021
OpenSooq,Residential Land for Sale in Dhofar Salala,"22,000 OMR",", Salala, 928865XX",,Property for Sale,https://om.opensooq.com/en/search/265762579
OpenSooq,Farm Land for Sale in Al Batinah Barka,"165,000 OMR",", Barka, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264732969
OpenSooq,Land for sale direct from owner.  أرض للبيع من المالك,"8,000 OMR",", Barka, 994435XX",,Property for Sale,https://om.opensooq.com/en/search/265703307
OpenSooq,110 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"36,000 OMR",", Al Maabilah, 923449XX",110 m²,Property for Sale,https://om.opensooq.com/en/search/265762303
OpenSooq,Commercial Land for Sale in Al Batinah Sohar,"35,000 OMR",", Sohar, 773790XX",,Property for Sale,https://om.opensooq.com/en/search/265702947
OpenSooq,84 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,"21,500 OMR",", Al Maabilah, 924907XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/265762041
OpenSooq,152 m2 3 Bedrooms Apartments for Sale in Muscat Al Khuwair,"135,000 OMR",", Al Khuwair, 711110XX",152 m²,Property for Sale,https://om.opensooq.com/en/search/264732491
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"155,000 OMR",", Al Khoud, 989889XX",,Property for Sale,https://om.opensooq.com/en/search/264732473
OpenSooq,اغراض دوبي كواي للبيع  ..في موقع ممتاز جدًا,450 OMR,", Al Khaboura, 938159XX",500 m²,Property for Sale,https://om.opensooq.com/en/search/263951117
OpenSooq,112 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"42,000 OMR",", Bosher, 924660XX",112 m²,Property for Sale,https://om.opensooq.com/en/search/264731679
OpenSooq,مقهى العرش التركي للبيع,"19,500 OMR",", Rustaq, 951112XX",84 m²,Property for Sale,https://om.opensooq.com/en/search/265760885
OpenSooq,430 m2 5 Bedrooms Townhouse for Sale in Al Dakhiliya Nizwa,"82,000 OMR",", Nizwa, 767383XX",430 m²,Property for Sale,https://om.opensooq.com/en/search/265701503
OpenSooq,113 m2 2 Bedrooms Apartments for Sale in Muscat Madinat As Sultan Qaboos,"61,500 OMR",", Madinat As Sultan Qaboos, 915716XX",113 m²,Property for Sale,https://om.opensooq.com/en/search/264731451
OpenSooq,498 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"235,000 OMR",", Al Khoud, 915716XX",498 m²,Property for Sale,https://om.opensooq.com/en/search/264731357
OpenSooq,Residential Land for Sale in Muscat Halban,"30,500 OMR",", Halban, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264731181
OpenSooq,Residential Land for Sale in Muscat Seeb,"44,500 OMR",", Seeb, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264731069
OpenSooq,Residential Land for Sale in Dhofar Salala,"7,800 OMR",", Salala, 963505XX",,Property for Sale,https://om.opensooq.com/en/search/265760203
OpenSooq,Residential Land for Sale in Muscat Amerat,"5,800 OMR",", Amerat, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/264730845
OpenSooq,Residential Land for Sale in Al Batinah Barka,"20,000 OMR",", Barka, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264730817
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"14,900 OMR",", Al Khoud, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/264730791
OpenSooq,Residential Land for Sale in Al Batinah Barka,"25,000 OMR",", Barka, 963777XX",,Property for Sale,https://om.opensooq.com/en/search/265759833
OpenSooq,Residential Land for Sale in Muscat Madinat As Sultan Qaboos,"280,000 OMR",", Madinat As Sultan Qaboos, 932125XX",,Property for Sale,https://om.opensooq.com/en/search/265759599
